Indicator;Sector;Service;Vehicle category;Scope;Geography;Fuel;Value;Time;Source;Primary source;Observation value;Unit;Metadata
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Azerbaijan";"all";38;2016;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az";"23,016";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Azerbaijan";"all";3;2017;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az";"23,431";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Azerbaijan";"all";6;2018;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az";"23,782";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Azerbaijan";"all";9;2019;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az";"24,400";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Azerbaijan";"all";12;2020;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az";"16,007";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Azerbaijan";"all";15;2021;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
;;;;;;;18;;;;;;
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";21;2000;"JRC-IDEES";;"1,034.7173";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";24;2001;"JRC-IDEES";;"1,067.0931";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";27;2002;"JRC-IDEES";;"1,103.2237";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";30;2003;"JRC-IDEES";;"1,136.0907";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";33;2004;"JRC-IDEES";;"1,199.7301";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";36;2005;"JRC-IDEES";;"1,234.1967";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";39;2006;"JRC-IDEES";;"1,275.1843";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";42;2007;"JRC-IDEES";;"1,329.1344";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";45;2008;"JRC-IDEES";;"1,385.8377";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";48;2009;"JRC-IDEES";;"1,439.4771";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";51;2010;"JRC-IDEES";;"1,484.8025";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";54;2011;"JRC-IDEES";;"1,533.2906";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";57;2012;"JRC-IDEES";;"1,606.3254";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";60;2013;"JRC-IDEES";;"1,639.1877";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";63;2014;"JRC-IDEES";;"1,685.4185";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"L1 to L7";"none";"Austria";"all";66;2015;"JRC-IDEES";;"1,745.5527";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";69;2000;"JRC-IDEES";;"66,668.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";72;2001;"JRC-IDEES";;"67,104.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";75;2002;"JRC-IDEES";;"67,960.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";78;2003;"JRC-IDEES";;"68,941.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";81;2004;"JRC-IDEES";;"69,608.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";84;2005;"JRC-IDEES";;"70,557.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";87;2006;"JRC-IDEES";;"70,893.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";90;2007;"JRC-IDEES";;"72,023.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";93;2008;"JRC-IDEES";;"73,281.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";96;2009;"JRC-IDEES";;"72,675.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";99;2010;"JRC-IDEES";;"73,467.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";102;2011;"JRC-IDEES";;"74,451.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";105;2012;"JRC-IDEES";;"74,154.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";108;2013;"JRC-IDEES";;"74,837.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";111;2014;"JRC-IDEES";;"76,594.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"all";1;2015;"JRC-IDEES";;"78,347.0";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";2;2000;"JRC-IDEES";;"36,017.9843";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";4;2001;"JRC-IDEES";;"35,241.2937";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";7;2002;"JRC-IDEES";;"33,641.5822";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";9;2003;"JRC-IDEES";;"32,595.0883";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";11;2004;"JRC-IDEES";;"31,644.4061";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";13;2005;"JRC-IDEES";;"29,389.6402";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";15;2006;"JRC-IDEES";;"28,467.9484";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";17;2007;"JRC-IDEES";;"27,178.6922";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";19;2008;"JRC-IDEES";;"26,086.0844";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";21;2009;"JRC-IDEES";;"25,972.0005";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";23;2010;"JRC-IDEES";;"27,147.4297";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";25;2011;"JRC-IDEES";;"27,534.9628";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";27;2012;"JRC-IDEES";;"27,330.7942";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";29;2013;"JRC-IDEES";;"27,107.1648";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";31;2014;"JRC-IDEES";;"26,518.2778";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Gasoline";33;2015;"JRC-IDEES";;"26,684.2714";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";35;2000;"JRC-IDEES";;"30,401.34";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";37;2001;"JRC-IDEES";;"31,603.8401";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";39;2002;"JRC-IDEES";;"33,968.9952";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";41;2003;"JRC-IDEES";;"35,926.1175";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";43;2004;"JRC-IDEES";;"37,620.2579";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";45;2005;"JRC-IDEES";;"40,831.7411";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";47;2006;"JRC-IDEES";;"42,081.5137";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";49;2007;"JRC-IDEES";;"44,520.9905";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";51;2008;"JRC-IDEES";;"46,846.5351";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";53;2009;"JRC-IDEES";;"46,391.4083";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";55;2010;"JRC-IDEES";;"46,029.4212";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";57;2011;"JRC-IDEES";;"46,611.2493";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";59;2012;"JRC-IDEES";;"46,497.8886";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";61;2013;"JRC-IDEES";;"47,398.3609";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";63;2014;"JRC-IDEES";;"49,733.1887";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Diesel";65;2015;"JRC-IDEES";;"51,326.7452";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";67;2000;"JRC-IDEES";;"248.6757";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";69;2001;"JRC-IDEES";;"258.8661";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";71;2002;"JRC-IDEES";;"349.4226";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";73;2003;"JRC-IDEES";;"419.7941";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";75;2004;"JRC-IDEES";;"343.336";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";77;2005;"JRC-IDEES";;"335.6188";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";79;2006;"JRC-IDEES";;"342.535";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";81;2007;"JRC-IDEES";;"319.393";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";83;2008;"JRC-IDEES";;"329.8603";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";85;2009;"JRC-IDEES";;"289.2193";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";87;2010;"JRC-IDEES";;"261.0373";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";89;2011;"JRC-IDEES";;"254.4928";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";1;2012;"JRC-IDEES";;"263.8257";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";2;2013;"JRC-IDEES";;"245.0038";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";3;2014;"JRC-IDEES";;"219.1523";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"LPG";4;2015;"JRC-IDEES";;"164.6791";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";5;2000;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";6;2001;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";7;2002;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";8;2003;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";9;2004;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";10;2005;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";11;2006;"JRC-IDEES";;"1.003";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";12;2007;"JRC-IDEES";;"3.9243";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";13;2008;"JRC-IDEES";;"18.4885";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";14;2009;"JRC-IDEES";;"21.7249";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";15;2010;"JRC-IDEES";;"26.7354";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";16;2011;"JRC-IDEES";;"34.5736";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";17;2012;"JRC-IDEES";;"39.9279";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";18;2013;"JRC-IDEES";;"48.8356";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";19;2014;"JRC-IDEES";;"60.6698";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Natural gas";20;2015;"JRC-IDEES";;"70.6374";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";21;2000;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";22;2001;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";23;2002;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";24;2003;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";25;2004;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";26;2005;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";27;2006;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";28;2007;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";29;2008;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";30;2009;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";31;2010;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";32;2011;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";33;2012;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";34;2013;"JRC-IDEES";;"5.2162";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";35;2014;"JRC-IDEES";;"9.7776";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Plug-in hybrid electric";36;2015;"JRC-IDEES";;"22.069";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";37;2000;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";38;2001;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";3;2002;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";6;2003;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";9;2004;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";12;2005;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";15;2006;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";18;2007;"JRC-IDEES";;"none";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";21;2008;"JRC-IDEES";;"0.0316";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";24;2009;"JRC-IDEES";;"0.6469";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";27;2010;"JRC-IDEES";;"2.3765";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
"Transport Activity";"Road";"Passenger";"M1";"none";"Austria";"Battery electric vehicle";30;2011;"JRC-IDEES";;"15.7215";"Mio. PKM";"Original JRC Code TrRoad act Transport activity Passenger transport (mio pkm)"
